text,label,domain,timestamp,clean_text,tokens,joined_tokens,vader_compound,vader_pos,vader_neu,vader_neg,cluster
I have a first-class flight at the Grand Hyatt that I need to get a flight for.,positive,travel,2025-09-18 15:45:51.634098,I have a first-class flight at the Grand Hyatt that I need to get a flight for.,"['first-class', 'flight', 'grand', 'hyatt', 'need', 'get', 'flight']",first-class flight grand hyatt need get flight,0.4588,0.158,0.842,0.0,3
Our reservation to London was booked and the experience was non-refundable.,negative,travel,2025-09-19 02:33:03.755614,Our reservation to London was booked and the experience was non-refundable.,"['reservation', 'london', 'booked', 'experience', 'non-refundable']",reservation london booked experience non-refundable,0.0,0.0,1.0,0.0,0
Our seat to London was upgraded and the experience was wonderful.!!!,positive,travel,2025-09-18 21:22:15.877129,Our seat to London was upgraded and the experience was wonderful!,"['seat', 'london', 'upgraded', 'experience', 'wonderful']",seat london upgraded experience wonderful,0.6114,0.285,0.715,0.0,0
[REF-1325] My refund was delayed at the airport and I need assistance.,negative,travel,2025-09-19 02:17:27.998644,[REF-1325] My refund was delayed at the airport and I need assistance.,"['ref-1325', 'refund', 'delayed', 'airport', 'need', 'assistance']",ref-1325 refund delayed airport need assistance,-0.2263,0.0,0.853,0.147,1
I have a disappointing destination at the Grand Hyatt that I need to get a destination for.,neutral,travel,2025-09-18 07:41:40.120159,I have a disappointing destination at the Grand Hyatt that I need to get a destination for.,"['disappointing', 'destination', 'grand', 'hyatt', 'need', 'get', 'destination']",disappointing destination grand hyatt need get destination,-0.0516,0.142,0.708,0.151,3
My flight was up you know graded at the airport and I need assistance.,positive,travel,2025-09-18 12:45:52.241674,My flight was up you know graded at the airport and I need assistance.,"['flight', 'know', 'graded', 'airport', 'need', 'assistance']",flight know graded airport need assistance,0.0,0.0,1.0,0.0,1
I want to confirm my booking for the overbooked booking to Paris.,negative,travel,2025-09-19 02:06:04.363190,I want to confirm my booking for the overbooked booking to Paris.,"['want', 'confirm', 'booking', 'overbooked', 'booking', 'paris']",want confirm booking overbooked booking paris,0.0772,0.106,0.894,0.0,2
I have a wonderful flight at the Grand Hyatt that I need to get a flight for.,positive,travel,2025-09-18 12:10:16.484705,I have a wonderful flight at the Grand Hyatt that I need to get a flight for.,"['wonderful', 'flight', 'grand', 'hyatt', 'need', 'get', 'flight']",wonderful flight grand hyatt need get flight,0.7717,0.309,0.691,0.0,3
I have a non-refundable itinerary at the Grand Hyatt that I need to get a itinerary for.,neutral,travel,2025-09-18 21:20:28.606220,I have a non-refundable itinerary at the Grand Hyatt that I need to get a itinerary for.,"['non-refundable', 'itinerary', 'grand', 'hyatt', 'need', 'get', 'itinerary']",non-refundable itinerary grand hyatt need get itinerary,0.4588,0.158,0.842,0.0,3
I have a terrible seat at the Grand Hyatt that I need to get a seat for.!!!,neutral,travel,2025-09-18 11:15:40.727735,I have a terrible seat at the Grand Hyatt that I need to get a seat for!,"['terrible', 'seat', 'grand', 'hyatt', 'need', 'get', 'seat']",terrible seat grand hyatt need get seat,-0.1007,0.14,0.701,0.159,3
My refund was booked at the airport and I need assistance.,neutral,travel,2025-09-18 06:06:52.849250,My refund was booked at the airport and I need assistance.,"['refund', 'booked', 'airport', 'need', 'assistance']",refund booked airport need assistance,0.0,0.0,1.0,0.0,1
Our seat to Paris was booked and the experience was overbooked.,negative,travel,2025-09-18 20:02:04.970765,Our seat to Paris was booked and the experience was overbooked.,"['seat', 'paris', 'booked', 'experience', 'overbooked']",seat paris booked experience overbooked,0.0,0.0,1.0,0.0,0
The flight process was terrible and the staff were very helpful.,neutral,travel,2025-09-18 20:55:17.092281,The flight process was terrible and the staff were very helpful.,"['flight', 'process', 'terrible', 'staff', 'helpful']",flight process terrible staff helpful,-0.0018,0.204,0.592,0.204,5
The airline cancelled my itinerary and offered a overbooked travel itinerary.,neutral,travel,2025-09-18 13:49:29.213796,The airline cancelled my itinerary and offered a overbooked travel itinerary.,"['airline', 'cancelled', 'itinerary', 'offered', 'overbooked', 'travel', 'itinerary']",airline cancelled itinerary offered overbooked travel itinerary,-0.25,0.0,0.833,0.167,4
I have a overbooked booking at the Grand Hyatt that I need to get a booking for.,negative,travel,2025-09-18 15:54:41.335311,I have a overbooked booking at the Grand Hyatt that I need to get a booking for.,"['overbooked', 'booking', 'grand', 'hyatt', 'need', 'get', 'booking']",overbooked booking grand hyatt need get booking,0.4588,0.158,0.842,0.0,3
I want to confirm my  ... hotel for the disappointing hotel to Paris.,neutral,travel,2025-09-18 17:44:53.456826,I want to confirm my . hotel for the disappointing hotel to Paris.,"['want', 'confirm', 'hotel', 'disappointing', 'hotel', 'paris']",want confirm hotel disappointing hotel paris,-0.4404,0.084,0.71,0.206,2
I have a non-refundable itinerary at the Grand Hyatt that I need to get a itinerary for.,negative,travel,2025-09-18 09:20:05.578341,I have a non-refundable itinerary at the Grand Hyatt that I need to get a itinerary for.,"['non-refundable', 'itinerary', 'grand', 'hyatt', 'need', 'get', 'itinerary']",non-refundable itinerary grand hyatt need get itinerary,0.4588,0.158,0.842,0.0,3
My seat was rescheduled at the airport and I need assistance. ?!?,positive,travel,2025-09-18 20:40:17.699857,My seat was rescheduled at the airport and I need assistance. ?,"['seat', 'rescheduled', 'airport', 'need', 'assistance']",seat rescheduled airport need assistance,0.0,0.0,1.0,0.0,1
My seat was booked at the airport and I need assistance.,negative,travel,2025-09-19 01:46:29.821372,My seat was booked at the airport and I need assistance.,"['seat', 'booked', 'airport', 'need', 'assistance']",seat booked airport need assistance,0.0,0.0,1.0,0.0,1
The airline booked my flight and offered a non-refundable travel flight.,negative,travel,2025-09-18 16:22:41.942887,The airline booked my flight and offered a non-refundable travel flight.,"['airline', 'booked', 'flight', 'offered', 'non-refundable', 'travel', 'flight']",airline booked flight offered non-refundable travel flight,0.0,0.0,1.0,0.0,4
Our check-in to Paris was found and the experience was disappointing.,negative,travel,2025-09-19 07:00:54.064402,Our check-in to Paris was found and the experience was disappointing.,"['check-in', 'paris', 'found', 'experience', 'disappointing']",check-in paris found experience disappointing,-0.4939,0.0,0.758,0.242,0
Our destination to Dubai was found and the experience was disappointing.,neutral,travel,2025-09-18 08:45:06.185917,Our destination to Dubai was found and the experience was disappointing.,"['destination', 'dubai', 'found', 'experience', 'disappointing']",destination dubai found experience disappointing,-0.4939,0.0,0.758,0.242,0
My itinerary was booked at the airport and I need assistance.,negative,travel,2025-09-19 03:22:18.307433,My itinerary was booked at the airport and I need assistance.,"['itinerary', 'booked', 'airport', 'need', 'assistance']",itinerary booked airport need assistance,0.0,0.0,1.0,0.0,1
The airline booked my luggage and offered a disappointing travel luggage.,negative,travel,2025-09-18 19:32:30.428948,The airline booked my luggage and offered a disappointing travel luggage.,"['airline', 'booked', 'luggage', 'offered', 'disappointing', 'travel', 'luggage']",airline booked luggage offered disappointing travel luggage,-0.4939,0.0,0.758,0.242,4
I want to confirm my itinerary for the non-refundable itinerary to Paris.,negative,travel,2025-09-19 05:58:42.550463,I want to confirm my itinerary for the non-refundable itinerary to Paris.,"['want', 'confirm', 'itinerary', 'non-refundable', 'itinerary', 'paris']",want confirm itinerary non-refundable itinerary paris,0.0772,0.106,0.894,0.0,2
I have a overbooked flight at the Grand Hyatt that I need to get a flight for.,negative,travel,2025-09-19 00:00:54.671978,I have a overbooked flight at the Grand Hyatt that I need to get a flight for.,"['overbooked', 'flight', 'grand', 'hyatt', 'need', 'get', 'flight']",overbooked flight grand hyatt need get flight,0.4588,0.158,0.842,0.0,3
[REF-1751] The airline delaye ... d my hotel and offered a disappointing travel hotel.,negative,travel,2025-09-18 15:00:06.793493,[REF-1751] The airline delaye . d my hotel and offered a disappointing travel hotel.,"['ref-1751', 'airline', 'delaye', 'hotel', 'offered', 'disappointing', 'travel', 'hotel']",ref-1751 airline delaye hotel offered disappointing travel hotel,-0.4939,0.0,0.802,0.198,4
The airline confirmed my luggage and o like ffered a first-class travel luggage.,positive,travel,2025-09-19 06:04:18.915008,The airline confirmed my luggage and o like ffered a first-class travel luggage.,"['airline', 'confirmed', 'luggage', 'like', 'ffered', 'first-class', 'travel', 'luggage']",airline confirmed luggage like ffered first-class travel luggage,0.3612,0.172,0.828,0.0,4
I want to confirm my hotel for the overbooked hotel to Paris.,negative,travel,2025-09-19 01:14:31.036524,I want to confirm my hotel for the overbooked hotel to Paris.,"['want', 'confirm', 'hotel', 'overbooked', 'hotel', 'paris']",want confirm hotel overbooked hotel paris,0.0772,0.106,0.894,0.0,2
My refund was delayed at the airport and I need assistance.,negative,travel,2025-09-18 23:30:43.158039,My refund was delayed at the airport and I need assistance.,"['refund', 'delayed', 'airport', 'need', 'assistance']",refund delayed airport need assistance,-0.2263,0.0,0.84,0.16,1
I want to confirm my refund for the wonderful refund to P ... aris.,positive,travel,2025-09-19 00:12:55.279554,I want to confirm my refund for the wonderful refund to P . aris.,"['want', 'confirm', 'refund', 'wonderful', 'refund', 'p', 'aris']",want confirm refund wonderful refund p aris,0.6124,0.294,0.706,0.0,2
I want to confirm my check-in for the wonderful check-in to Paris. ?!?,positive,travel,2025-09-19 00:30:07.401069,I want to confirm my check-in for the wonderful check-in to Paris. ?,"['want', 'confirm', 'check-in', 'wonderful', 'check-in', 'paris']",want confirm check-in wonderful check-in paris,0.6124,0.312,0.688,0.0,2
Our hotel to Rome was enjoyed and the experience was first-class. ?!?,positive,travel,2025-09-18 21:08:19.522584,Our hotel to Rome was enjoyed and the experience was first-class. ?,"['hotel', 'rome', 'enjoyed', 'experience', 'first-class']",hotel rome enjoyed experience first-class,0.5106,0.231,0.769,0.0,0
My destination was enjoyed at the airport and I need assistance.,positive,travel,2025-09-19 09:47:31.644100,My destination was enjoyed at the airport and I need assistance.,"['destination', 'enjoyed', 'airport', 'need', 'assistance']",destination enjoyed airport need assistance,0.5106,0.248,0.752,0.0,1
The voucher process was wonderful and the staff were very helpful.,positive,travel,2025-09-19 00:43:43.765615,The voucher process was wonderful and the staff were very helpful.,"['voucher', 'process', 'wonderful', 'staff', 'helpful']",voucher process wonderful staff helpful,0.7778,0.43,0.57,0.0,5
My reservation was lost at the airport and I need assistance.,negative,travel,2025-09-18 15:56:55.887130,My reservation was lost at the airport and I need assistance.,"['reservation', 'lost', 'airport', 'need', 'assistance']",reservation lost airport need assistance,-0.3182,0.0,0.813,0.187,1
The check-in process was wonderful and the staff were very helpful.,positive,travel,2025-09-18 15:33:08.008645,The check-in process was wonderful and the staff were very helpful.,"['check-in', 'process', 'wonderful', 'staff', 'helpful']",check-in process wonderful staff helpful,0.7778,0.43,0.57,0.0,5
I want to confirm my reservation for the wonderful reservation to Paris.,positive,travel,2025-09-18 23:52:20.130160,I want to confirm my reservation for the wonderful reservation to Paris.,"['want', 'confirm', 'reservation', 'wonderful', 'reservation', 'paris']",want confirm reservation wonderful reservation paris,0.6124,0.333,0.667,0.0,2
The airline lost my refund and offered a non-re you know fundable travel refund.,negative,travel,2025-09-19 09:43:32.251676,The airline lost my refund and offered a non-re you know fundable travel refund.,"['airline', 'lost', 'refund', 'offered', 'non-re', 'know', 'fundable', 'travel', 'refund']",airline lost refund offered non-re know fundable travel refund,-0.3182,0.0,0.85,0.15,4
I want to confirm my refund for the scenic refund to Paris.,positive,travel,2025-09-18 12:56:44.373191,I want to confirm my refund for the scenic refund to Paris.,"['want', 'confirm', 'refund', 'scenic', 'refund', 'paris']",want confirm refund scenic refund paris,0.0772,0.106,0.894,0.0,2
I have a wonderful seat at the Grand Hyatt that I need to get a seat for.,positive,travel,2025-09-19 11:59:56.494706,I have a wonderful seat at the Grand Hyatt that I need to get a seat for.,"['wonderful', 'seat', 'grand', 'hyatt', 'need', 'get', 'seat']",wonderful seat grand hyatt need get seat,0.7717,0.309,0.691,0.0,3
MY BOOKING WAS CANCELLED AT THE AIRPORT AND I NEED ASSISTANCE.,neutral,travel,2025-09-19 04:35:08.616221,MY BOOKING WAS CANCELLED AT THE AIRPORT AND I NEED ASSISTANCE.,"['booking', 'cancelled', 'airport', 'need', 'assistance']",booking cancelled airport need assistance,-0.25,0.0,0.833,0.167,1
